who_region,city,year,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov,latitude,longitude
4_Eur,A Coruna/ESP,2013.0,23.238,11.491,28.841,87.0,46.0,93.0,43.3679,-8.418571143
4_Eur,A Coruna/ESP,2014.0,27.476,15.878,19.575,96.0,88.0,95.0,43.36803333,-8.418233333
4_Eur,A Coruna/ESP,2015.0,25.515,14.004,22.731,98.0,71.0,98.0,43.370375,-8.4229
4_Eur,A Coruna/ESP,2016.0,23.057,13.16,20.204,98.0,98.0,98.0,43.370375,-8.4229
4_Eur,A Coruna/ESP,2017.0,26.849,14.114,21.543,97.0,97.0,98.0,43.370375,-8.4229
4_Eur,A Coruna/ESP,2018.0,27.763,14.876,20.328,98.0,86.0,99.0,43.370375,-8.4229
4_Eur,A Coruna/ESP,2019.0,26.912,13.017,18.339,98.0,95.0,98.0,43.370375,-8.4229
4_Eur,A Coruna/ESP,2020.0,24.9,12.926,13.749,99.0,98.0,99.0,43.37146667,-8.423666667
4_Eur,A Coruna/ESP,2021.0,23.228,11.617,15.67,99.0,98.0,99.0,43.37146667,-8.423666667
6_Wpr,A La Shan Zuo Qi/CHN,2015.0,,33.015,,,100.0,,38.8395,105.69215
6_Wpr,A La Shan Zuo Qi/CHN,2016.0,,34.394,,,100.0,,38.8395,105.69215
4_Eur,Aachen/DEU,2010.0,25.955,,37.283,98.0,,93.0,50.763918,6.094849
4_Eur,Aachen/DEU,2013.0,25.059,13.988,39.905,100.0,98.0,97.0,50.76751117,6.095638333
4_Eur,Aachen/DEU,2014.0,21.168,11.512,39.148,99.0,99.0,96.0,50.7675,6.095633333
4_Eur,Aachen/DEU,2015.0,19.983,11.03,36.262,99.0,98.0,97.0,50.7675,6.095633333
4_Eur,Aachen/DEU,2016.0,18.149,10.214,38.217,99.0,49.0,97.0,50.774225,6.1025
4_Eur,Aachen/DEU,2017.0,17.43,10.231,36.298,100.0,50.0,99.0,50.774225,6.1025
4_Eur,Aachen/DEU,2018.0,17.954,10.808,35.856,98.0,50.0,99.0,50.774225,6.1025
4_Eur,Aachen/DEU,2019.0,16.09,8.633,28.995,99.0,49.0,98.0,50.774225,6.1025
4_Eur,Aachen/DEU,2020.0,13.796,7.818,25.153,100.0,63.0,99.0,50.774225,6.1025
4_Eur,Aachen/DEU,2021.0,14.528,9.055,25.274,97.0,73.0,97.0,50.774225,6.1025
4_Eur,Aadorf/CHE,2010.0,16.271,,14.17,100.0,,100.0,47.479767,8.904696
4_Eur,Aadorf/CHE,2013.0,15.295,,13.745,,,99.0,47.4798,8.90468
4_Eur,Aadorf/CHE,2015.0,13.19,,12.938,,,100.0,47.4798,8.90468
4_Eur,Aadorf/CHE,2016.0,11.451,,11.905,,,100.0,47.4798,8.90468
4_Eur,Aadorf/CHE,2017.0,11.322,,11.3,,,100.0,47.4798,8.90468
4_Eur,Aadorf/CHE,2018.0,13.026,,11.98,,,99.0,47.4798,8.90468
4_Eur,Aadorf/CHE,2019.0,10.931,,11.113,,,100.0,47.4798,8.90468
4_Eur,Aalborg/DNK,2010.0,,17.319,26.971,,90.0,90.0,57.049444,9.924178
4_Eur,Aalborg/DNK,2013.0,,11.001,22.924,,95.0,92.0,57.04944613,9.924185417
4_Eur,Aalborg/DNK,2014.0,,16.024,22.576,,38.0,79.0,57.04945,9.9242
4_Eur,Aalborg/DNK,2015.0,,,11.558,,,92.0,57.0467,9.9309
4_Eur,Aalborg/DNK,2016.0,,,12.876,,,93.0,57.0467,9.9309
4_Eur,Aalborg/DNK,2017.0,,8.134,11.346,,96.0,93.0,57.0467,9.9309
4_Eur,Aalborg/DNK,2018.0,,11.503,11.382,,95.0,93.0,57.0467,9.9309
4_Eur,Aalborg/DNK,2019.0,,9.558,10.229,,96.0,94.0,57.0467,9.9309
4_Eur,Aalborg/DNK,2020.0,,7.548,13.243,,98.0,92.0,57.046,9.92295
4_Eur,Aalen/DEU,2010.0,21.047,,22.466,100.0,,96.0,48.847917,10.096292
4_Eur,Aalen/DEU,2013.0,17.698,,20.548,98.0,,97.0,48.84791133,10.09629467
4_Eur,Aalen/DEU,2014.0,19.114,,21.772,94.0,,98.0,48.8479,10.0963
4_Eur,Aalen/DEU,2015.0,19.852,,23.248,96.0,,98.0,48.8479,10.0963
4_Eur,Aalen/DEU,2016.0,15.22,,21.305,99.0,,98.0,48.8479,10.0963
4_Eur,Aalen/DEU,2017.0,16.097,,20.397,99.0,,97.0,48.8479,10.0963
4_Eur,Aalen/DEU,2018.0,15.3,,21.72,100.0,,98.0,48.8479,10.0963
4_Eur,Aalen/DEU,2019.0,13.862,,21.334,100.0,,98.0,48.8479,10.0963
4_Eur,Aalen/DEU,2020.0,12.248,,19.897,100.0,,98.0,48.8479,10.0963
4_Eur,Aalen/DEU,2021.0,12.013,9.657,16.879,99.0,99.0,97.0,48.8479,10.0963
4_Eur,Aalesund/NOR,2010.0,15.533,,29.321,94.0,,82.0,62.47138967,6.166125
2_Amr,Aamjiwnaang/CAN,2018.0,,7.0,11.0,,1.0,1.0,42.912545,-82.416816
2_Amr,Aamjiwnaang/CAN,2019.0,,7.0,11.0,,1.0,1.0,42.912545,-82.416816
2_Amr,Aamjiwnaang/CAN,2020.0,,7.0,9.0,,100.0,100.0,42.912545,-82.416816
4_Eur,Aarau/CHE,2018.0,14.8,11.5,23.8,,,,47.3878796,8.04970733
4_Eur,Aarau/CHE,2019.0,13.2,9.8,22.2,,,,47.3878796,8.04970733
4_Eur,Aarau/CHE,2020.0,12.4,8.9,18.6,,,,47.38787963,8.049707329
4_Eur,Aarau/CHE,2021.0,12.7,9.4,18.4,,,,47.38787963,8.049707329
4_Eur,Aarhus/DNK,2013.0,20.96,10.6,26.895,,,91.0,56.15077972,10.19939956
4_Eur,Aarschot/BEL,2010.0,25.552,,22.377,86.0,,90.0,50.978088,4.836336
4_Eur,Aarschot/BEL,2013.0,23.483,,21.756,86.0,,95.0,50.97752759,4.83761201
4_Eur,Aarschot/BEL,2014.0,20.804,13.865,19.389,91.0,42.0,94.0,50.9775,4.8376
4_Eur,Aarschot/BEL,2015.0,20.734,13.434,18.678,100.0,100.0,94.0,50.9775,4.8376
4_Eur,Aarschot/BEL,2016.0,19.66,12.877,19.498,100.0,100.0,97.0,50.9775,4.8376
4_Eur,Aarschot/BEL,2017.0,19.566,12.619,19.038,100.0,100.0,97.0,50.9775,4.8376
4_Eur,Aarschot/BEL,2018.0,21.319,13.56,16.999,99.0,99.0,93.0,50.9775,4.8376
4_Eur,Aarschot/BEL,2019.0,19.151,11.705,15.632,100.0,100.0,97.0,50.9775,4.8376
4_Eur,Aarschot/BEL,2020.0,18.159,10.104,12.212,98.0,98.0,97.0,50.9775,4.8376
6_Wpr,Aba/CHN,2017.0,,11.667,,,71.0,,31.90626667,102.2084333
6_Wpr,Aba/CHN,2018.0,,13.589,,,82.0,,31.905325,102.211775
6_Wpr,Aba/CHN,2019.0,,18.465,,,97.0,,31.9025,102.2218
6_Wpr,Aba/CHN,2020.0,,16.0,,,,,31.901316,102.223211
5_Emr,Abadan/IRN,2016.0,,32.453,,,,,30.347296,48.2934
4_Eur,Abanto Y Ciervana/ESP,2010.0,20.093,,18.767,98.0,,99.0,43.320556,-3.073889
2_Amr,Abasolo/MEX,2018.0,,15.0,,,82.0,,20.42527778,-101.1980556
4_Eur,Abastumani/GEO,2014.0,27.76,,,76.0,,,41.75556946,42.83152008
4_Eur,Abbadia Cerreto/ITA,2013.0,,,23.234,,,90.0,45.308605,9.586105
4_Eur,Abbadia Cerreto/ITA,2014.0,,,20.246,,,94.0,45.3086,9.5861
4_Eur,Abbadia Cerreto/ITA,2015.0,,,19.641,,,98.0,45.3086,9.5861
4_Eur,Abbadia Cerreto/ITA,2016.0,,,19.775,,,94.0,45.3086,9.5861
4_Eur,Abbadia Cerreto/ITA,2017.0,,,21.518,,,96.0,45.3086,9.5861
4_Eur,Abbadia Cerreto/ITA,2018.0,,,21.34,,,87.0,45.3086,9.5861
4_Eur,Abbadia Cerreto/ITA,2019.0,,,21.711,,,97.0,45.3086,9.5861
4_Eur,Abbadia Cerreto/ITA,2020.0,,,19.492,,,98.0,45.3086,9.5861
4_Eur,Abbadia Cerreto/ITA,2021.0,,,20.002,,,98.0,45.3086,9.5861
2_Amr,Abbotsford/CAN,2013.0,12.0,7.0,,51.0,94.0,,49.03174591,-122.3181725
2_Amr,Abbotsford/CAN,2015.0,13.0,6.6,16.262,92.0,95.0,1.0,49.032067,-122.3181715
2_Amr,Abbotsford/CAN,2016.0,11.5,5.0,14.0,1.0,1.0,1.0,49.032067,-122.3181715
2_Amr,Abbotsford/CAN,2017.0,12.5,6.5,16.0,1.0,1.0,1.0,49.032067,-122.3181715
2_Amr,Abbotsford/CAN,2018.0,11.5,7.0,16.0,1.0,1.0,1.0,49.032067,-122.3181715
2_Amr,Abbotsford/CAN,2019.0,11.0,5.5,15.0,1.0,1.0,1.0,49.032067,-122.3181715
2_Amr,Abbotsford/CAN,2020.0,,6.5,13.0,,98.0,99.0,49.032067,-122.3181715
2_Amr,Aberdeen SD/USA,2010.0,19.3,8.7,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2011.0,15.8,7.1,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2012.0,20.8,7.5,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2013.0,20.3,7.3,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2014.0,17.0,6.2,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2015.0,17.4,6.2,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2016.0,20.1,5.4,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2017.0,16.4,5.9,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2018.0,24.9,6.7,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2019.0,14.1,5.9,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2020.0,,,,,,,45.4625,-98.486111
2_Amr,Aberdeen SD/USA,2021.0,,,,,,,45.4625,-98.486111
4_Eur,Aberdeen/GBR,2010.0,13.295,7.074,58.645,,80.0,79.0,57.15309167,-2.098342667
4_Eur,Aberdeen/GBR,2013.0,13.484,8.59,38.939,89.0,83.0,81.0,57.152255,-2.0991656
4_Eur,Aberdeen/GBR,2014.0,14.538,10.204,34.163,80.0,87.0,93.0,57.151,-2.1004
4_Eur,Aberdeen/GBR,2015.0,11.706,8.039,34.376,97.0,88.0,99.0,57.151,-2.1004
4_Eur,Aberdeen/GBR,2016.0,11.761,5.372,36.7,96.0,95.0,94.0,57.1453,-2.098333333
4_Eur,Aberdeen/GBR,2017.0,11.412,5.781,33.814,96.0,96.0,96.0,57.1453,-2.098333333
4_Eur,Aberdeen/GBR,2018.0,14.284,6.871,32.603,96.0,98.0,99.0,57.1453,-2.098333333
4_Eur,Aberdeen/GBR,2019.0,13.711,7.259,29.171,93.0,93.0,98.0,57.1453,-2.098333333
4_Eur,Aberdeen/GBR,2020.0,9.435,5.018,20.728,100.0,100.0,97.0,57.14526767,-2.098316
5_Emr,Abha Region/SAU,2019.0,137.0,,,,,,18.219441,42.502398
5_Emr,Abha Region/SAU,2020.0,75.0,,,,,,18.219441,42.502398
5_Emr,Abha Region/SAU,2021.0,57.12,,,,,,18.219441,42.502398
5_Emr,Abha Region/SAU,2022.0,133.17,,,,,,18.219441,42.502398
4_Eur,Abos/FRA,2010.0,,,9.302,,,99.0,43.359722,-0.566944
4_Eur,Abos/FRA,2013.0,18.518,,8.976,88.0,,97.0,43.368,-0.55255
4_Eur,Abos/FRA,2014.0,17.516,,8.452,95.0,,97.0,43.3763,-0.5382
4_Eur,Abos/FRA,2015.0,19.062,,10.849,97.0,,95.0,43.3763,-0.5382
4_Eur,Abos/FRA,2016.0,12.6,,9.429,91.0,,99.0,43.3763,-0.5382
4_Eur,Abos/FRA,2017.0,13.114,,9.252,97.0,,98.0,43.3763,-0.5382
4_Eur,Abos/FRA,2018.0,11.604,,8.283,99.0,,99.0,43.3763,-0.5382
4_Eur,Abos/FRA,2019.0,13.846,,8.99,95.0,,95.0,43.3763,-0.5382
4_Eur,Abos/FRA,2020.0,12.985,,7.913,97.0,,97.0,43.3763,-0.5382
4_Eur,Abos/FRA,2021.0,12.148,,7.77,96.0,,90.0,43.3763,-0.5382
5_Emr,Abu Dhabi/ARE,2011.0,158.18,,36.72,,,,24.4181878,54.4530012
5_Emr,Abu Dhabi/ARE,2012.0,165.3,,38.217,,,,24.40366183,54.47816967
5_Emr,Abu Dhabi/ARE,2013.0,138.714,,37.738,76.0,,,24.41449195,54.4996313
5_Emr,Abu Dhabi/ARE,2014.0,108.6,,39.575,,,,24.40597825,54.49353212
5_Emr,Abu Dhabi/ARE,2015.0,149.75,,38.05,,,,24.40597825,54.49353212
5_Emr,Abu Dhabi/ARE,2017.0,122.17,32.786,30.054,,58.0,,24.45107143,54.38264048
5_Emr,Abu Dhabi/ARE,2018.0,134.293,49.129,31.242,,88.0,,24.45107143,54.38264048
5_Emr,Abu Dhabi/ARE,2019.0,108.522,44.399,30.888,,89.0,,24.452425,54.3801225
5_Emr,Abu Dhabi/ARE,2020.0,111.485,,25.346,,,,24.4539,54.3773
5_Emr,Abu Dhabi/ARE,2021.0,112.16,33.811,23.853,99.0,99.0,99.0,24.25950022,54.92525144
1_Afr,Accra/GHA,2012.0,152.5,,,80.0,,,5.55602,-0.1969
1_Afr,Accra/GHA,2013.0,193.429,,,87.0,,,5.55602,-0.1969
1_Afr,Accra/GHA,2014.0,179.167,,,66.0,,,5.55602,-0.1969
1_Afr,Accra/GHA,2015.0,176.4,,,82.0,,,5.55602,-0.1969
4_Eur,Acebedo/ESP,2013.0,11.221,,6.938,45.0,,96.0,43.0414,-5.0897
4_Eur,Acebedo/ESP,2014.0,11.183,,4.982,84.0,,95.0,43.0414,-5.0897
4_Eur,Acebedo/ESP,2015.0,,,3.373,,,99.0,43.0414,-5.0897
4_Eur,Acebedo/ESP,2016.0,13.48,,2.371,89.0,,99.0,43.0414,-5.0897
4_Eur,Acebedo/ESP,2017.0,,,3.234,,,99.0,43.0414,-5.0897
4_Eur,Acebedo/ESP,2018.0,16.976,,4.331,90.0,,98.0,43.0414,-5.0897
4_Eur,Acebedo/ESP,2019.0,,,3.165,,,94.0,43.0414,-5.0897
4_Eur,Acebedo/ESP,2020.0,17.464,,2.586,92.0,,99.0,43.0414,-5.0897
4_Eur,Acebedo/ESP,2021.0,16.254,,2.385,6.0,,99.0,43.0414,-5.0897
4_Eur,Acerra/ITA,2015.0,44.924,,,92.0,,,40.9411,14.3698
4_Eur,Acerra/ITA,2016.0,40.051,18.029,27.94,72.0,58.0,27.0,40.9411,14.3698
4_Eur,Acerra/ITA,2017.0,37.178,15.425,22.617,93.0,90.0,91.0,40.9411,14.3698
4_Eur,Acerra/ITA,2018.0,35.423,14.813,28.362,98.0,95.0,86.0,40.9411,14.3698
4_Eur,Acerra/ITA,2019.0,34.705,14.788,25.38,97.0,96.0,88.0,40.9411,14.3698
4_Eur,Acerra/ITA,2020.0,37.963,15.566,22.312,96.0,88.0,90.0,40.9411,14.3698
4_Eur,Acerra/ITA,2021.0,36.734,14.427,29.732,95.0,92.0,91.0,40.9411,14.3698
6_Wpr,Acheng qu/CHN,2018.0,,37.451,,,98.0,,45.5422,126.979
6_Wpr,Acheng qu/CHN,2019.0,,40.283,,,94.0,,45.5422,126.979
2_Amr,Acolman/MEX,2010.0,,19.26,,,83.0,,19.635501,-98.912003
2_Amr,Acolman/MEX,2011.0,34.856,,,38.0,,,19.635501,-98.912003
2_Amr,Acolman/MEX,2012.0,39.449,,15.209,91.0,,1.0,19.635501,-98.912003
2_Amr,Acolman/MEX,2013.0,39.416,,14.574,92.0,,1.0,19.635501,-98.912003
2_Amr,Acolman/MEX,2014.0,32.592,,13.885,86.0,,1.0,19.635501,-98.912003
2_Amr,Acolman/MEX,2015.0,34.966,,13.098,71.0,,1.0,19.635501,-98.912003
2_Amr,Acolman/MEX,2016.0,39.6,,14.79,81.0,,1.0,19.635501,-98.912003
2_Amr,Acolman/MEX,2017.0,43.887,,,73.0,,,19.635501,-98.912003
4_Eur,Acquapendente/ITA,2013.0,14.085,10.255,6.253,97.0,97.0,95.0,42.74269,11.86785
4_Eur,Acquapendente/ITA,2014.0,13.989,9.47,6.344,97.0,97.0,95.0,42.7366,11.8764
4_Eur,Acquapendente/ITA,2015.0,14.975,10.437,6.476,98.0,98.0,95.0,42.7366,11.8764
4_Eur,Acquapendente/ITA,2016.0,14.35,9.376,6.218,96.0,95.0,95.0,42.7366,11.8764
4_Eur,Acquapendente/ITA,2017.0,15.017,10.012,6.524,95.0,92.0,94.0,42.7366,11.8764
4_Eur,Acquapendente/ITA,2018.0,14.68,10.329,6.09,99.0,99.0,94.0,42.7366,11.8764
4_Eur,Acquapendente/ITA,2019.0,14.528,10.083,5.302,97.0,96.0,90.0,42.7366,11.8764
4_Eur,Acquapendente/ITA,2020.0,14.617,9.525,4.924,98.0,97.0,92.0,42.7366,11.8764
4_Eur,Acquapendente/ITA,2021.0,14.688,9.106,4.599,98.0,98.0,89.0,42.7366,11.8764
4_Eur,Acri/ITA,2015.0,21.634,15.728,28.732,94.0,93.0,99.0,39.4896,16.3868
4_Eur,Acri/ITA,2016.0,21.452,14.215,20.719,93.0,96.0,97.0,39.4896,16.3868
4_Eur,Acri/ITA,2017.0,21.132,14.661,23.147,94.0,95.0,98.0,39.4896,16.3868
4_Eur,Acri/ITA,2018.0,21.669,13.591,19.728,95.0,93.0,98.0,39.4896,16.3868
4_Eur,Acri/ITA,2019.0,19.836,12.765,15.35,93.0,94.0,97.0,39.4896,16.3868
4_Eur,Acri/ITA,2020.0,18.793,12.02,18.672,95.0,92.0,98.0,39.4896,16.3868
4_Eur,Acri/ITA,2021.0,21.857,12.235,14.241,89.0,91.0,98.0,39.4896,16.3868
4_Eur,Adalar/TUR,2016.0,14.653,3.355,,100.0,100.0,,40.8579,29.121
4_Eur,Adalar/TUR,2017.0,25.83,,,94.0,,,40.8579,29.121
4_Eur,Adalar/TUR,2018.0,23.372,,,93.0,,,40.8579,29.121
4_Eur,Adalar/TUR,2019.0,21.815,,,96.0,,,40.8579,29.121
4_Eur,Adalar/TUR,2020.0,17.639,,,83.0,,,40.8579,29.121
4_Eur,Adana/TUR,2010.0,57.176,,,89.0,,,37.010763,35.31610975
4_Eur,Adana/TUR,2015.0,63.811,,27.528,88.0,,86.0,37.0041,35.344
4_Eur,Adana/TUR,2016.0,44.859,,10.93,100.0,,100.0,37.0041,35.344
4_Eur,Adana/TUR,2017.0,88.556,,21.817,93.0,,98.0,37.0041,35.344
4_Eur,Adana/TUR,2018.0,94.148,,18.833,89.0,,91.0,37.0041,35.344
4_Eur,Adana/TUR,2019.0,82.89,,36.258,92.0,,77.0,37.0041,35.344
4_Eur,Adana/TUR,2020.0,44.177,,50.276,85.0,,90.0,37.0041,35.344
4_Eur,Adapazari/TUR,2015.0,61.353,35.678,25.823,97.0,96.0,97.0,40.78,30.4034
4_Eur,Adapazari/TUR,2016.0,59.267,31.648,35.627,100.0,100.0,100.0,40.78,30.4034
4_Eur,Adapazari/TUR,2017.0,70.353,32.86,24.596,98.0,99.0,99.0,40.78,30.4034
4_Eur,Adapazari/TUR,2018.0,65.598,28.562,26.066,60.0,96.0,97.0,40.78,30.4034
4_Eur,Adapazari/TUR,2019.0,46.308,23.268,27.408,98.0,96.0,95.0,40.78,30.4034
4_Eur,Adapazari/TUR,2020.0,42.65,23.491,20.872,94.0,94.0,92.0,40.78,30.4034
1_Afr,Addis Ababa/ETH,2016.0,,29.071,,,31.0,,9.037654667,38.75035133
1_Afr,Addis Ababa/ETH,2017.0,,27.241,,,82.0,,9.042866,38.7531735
1_Afr,Addis Ababa/ETH,2018.0,,29.684,,,88.0,,9.037839,38.74957167
1_Afr,Addis Ababa/ETH,2019.0,,20.478,,,68.0,,9.0585,38.76164
6_Wpr,Adelaide/AUS,2012.0,16.533,7.3,0.005,98.0,99.0,1.0,-34.62188333,138.48695
6_Wpr,Adelaide/AUS,2013.0,16.871,7.25,0.005,96.0,87.0,1.0,-34.64607143,138.4885
6_Wpr,Adelaide/AUS,2014.0,16.657,7.1,0.005,98.0,97.0,1.0,-34.64607143,138.4885
6_Wpr,Adelaide/AUS,2015.0,16.057,7.45,0.005,97.0,97.0,1.0,-34.64607143,138.4885
6_Wpr,Adelaide/AUS,2016.0,16.186,6.875,0.004,93.0,93.0,1.0,-34.64607143,138.4885
6_Wpr,Adelaide/AUS,2017.0,16.471,7.54,13.455,1.0,1.0,1.0,-34.843,138.54785
6_Wpr,Adelaide/AUS,2018.0,19.214,6.78,12.109,1.0,1.0,1.0,-34.843,138.54785
6_Wpr,Adelaide/AUS,2019.0,20.643,6.14,11.571,1.0,1.0,1.0,-34.843,138.54785
4_Eur,Ademuz/ESP,2015.0,14.696,,,15.0,,,40.0994,-1.2539
4_Eur,Ademuz/ESP,2016.0,10.582,,,27.0,,,40.0994,-1.2539
4_Eur,Ademuz/ESP,2017.0,13.709,,7.848,30.0,,33.0,40.0994,-1.2539
4_Eur,Ademuz/ESP,2018.0,9.212,,3.104,27.0,,29.0,40.0994,-1.2539
4_Eur,Ademuz/ESP,2019.0,8.746,,3.414,19.0,,19.0,40.0994,-1.2539
4_Eur,Ademuz/ESP,2020.0,13.511,,2.085,25.0,,28.0,40.0994,-1.2539
4_Eur,Ademuz/ESP,2021.0,11.844,,2.538,30.0,,26.0,40.0994,-1.2539
3_Sear,Adityapur/IND,2015.0,142.219,,,,,,23.31888889,86.28361111
4_Eur,Adiyaman/TUR,2010.0,95.326,,,95.0,,,37.760555,38.278332
4_Eur,Adiyaman/TUR,2015.0,53.492,,,96.0,,,37.7606,38.2783
4_Eur,Adiyaman/TUR,2016.0,47.145,,,100.0,,,37.7606,38.2783
4_Eur,Adiyaman/TUR,2017.0,50.979,,,99.0,,,37.7606,38.2783
4_Eur,Adiyaman/TUR,2018.0,46.014,,,97.0,,,37.7606,38.2783
4_Eur,Adiyaman/TUR,2019.0,53.616,,,98.0,,,37.7606,38.2783
4_Eur,Adiyaman/TUR,2020.0,52.805,,,95.0,,,37.7606,38.2783
4_Eur,Adria/ITA,2010.0,30.211,,21.01,93.0,,91.0,45.046667,12.061944
4_Eur,Adria/ITA,2015.0,37.818,,22.801,92.0,,95.0,45.0467,12.0619
4_Eur,Adria/ITA,2016.0,34.622,,19.145,93.0,,95.0,45.0467,12.0619
4_Eur,Adria/ITA,2017.0,36.617,,14.086,92.0,,95.0,45.0467,12.0619
4_Eur,Adria/ITA,2018.0,29.089,,17.331,98.0,,95.0,45.0467,12.0619
4_Eur,Adria/ITA,2019.0,27.075,,17.173,99.0,,94.0,45.0467,12.0619
4_Eur,Adria/ITA,2020.0,25.318,,15.586,99.0,,95.0,45.0467,12.0619
4_Eur,Adria/ITA,2021.0,22.639,,17.707,99.0,,94.0,45.0467,12.0619
2_Amr,Adrian MI/USA,2010.0,,8.9,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2011.0,,9.6,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2012.0,,9.0,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2013.0,,7.9,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2014.0,,8.8,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2015.0,,8.6,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2016.0,,7.5,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2017.0,,7.3,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2018.0,,8.4,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2019.0,,8.5,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2020.0,,8.2,,,,,41.9955677,-83.94655938
2_Amr,Adrian MI/USA,2021.0,,8.5,,,,,41.9955677,-83.94655938
4_Eur,Afa/FRA,2013.0,21.046,,8.529,91.0,,98.0,41.958,8.8203
4_Eur,Afa/FRA,2014.0,23.013,,8.314,96.0,,100.0,41.958,8.8203
4_Eur,Afa/FRA,2015.0,22.522,,9.047,93.0,,97.0,41.958,8.8203
4_Eur,Afa/FRA,2016.0,22.079,,8.156,95.0,,96.0,41.958,8.8203
4_Eur,Afa/FRA,2017.0,22.902,,8.772,79.0,,79.0,41.958,8.8203
4_Eur,Afa/FRA,2018.0,23.095,,7.404,86.0,,87.0,41.958,8.8203
4_Eur,Afa/FRA,2019.0,22.706,,7.371,90.0,,92.0,41.958,8.8203
4_Eur,Afa/FRA,2020.0,21.21,,5.971,95.0,,93.0,41.958,8.8203
4_Eur,Afa/FRA,2021.0,22.431,,6.504,94.0,,95.0,41.958,8.8203
4_Eur,Afula/ISR,2012.0,42.6,,,95.0,,,32.6,35.29
4_Eur,Afula/ISR,2013.0,51.4,,,86.0,,,32.6,35.29
4_Eur,Afula/ISR,2014.0,44.8,,,95.0,,,32.6,35.29
4_Eur,Afula/ISR,2015.0,63.5,,,94.0,,,32.6,35.29
4_Eur,Afula/ISR,2016.0,45.7,19.7,18.506,95.0,95.0,95.0,32.60365272,35.29168265
4_Eur,Afula/ISR,2017.0,42.9,17.4,18.88,95.0,95.0,95.0,32.60365272,35.29168265
4_Eur,Afula/ISR,2018.0,44.7,18.3,18.319,95.0,95.0,95.0,32.60365272,35.29168265
4_Eur,Afula/ISR,2019.0,50.3,,16.824,95.0,,95.0,32.60365272,35.29168265
4_Eur,Afula/ISR,2020.0,39.4,,14.02,95.0,,95.0,32.60365272,35.29168265
4_Eur,Afula/ISR,2021.0,41.4,,13.646,95.0,,95.0,32.60365272,35.29168265
4_Eur,Afyonkarahisar/TUR,2010.0,101.497,,,87.0,,,38.752777,30.543612
4_Eur,Afyonkarahisar/TUR,2015.0,89.378,,,87.0,,,38.7518,30.5429
4_Eur,Afyonkarahisar/TUR,2016.0,76.947,,,100.0,,,38.7518,30.5429
4_Eur,Afyonkarahisar/TUR,2017.0,81.569,,,97.0,,,38.7518,30.5429
4_Eur,Afyonkarahisar/TUR,2018.0,74.222,,,94.0,,,38.7518,30.5429
4_Eur,Afyonkarahisar/TUR,2019.0,23.9,,39.633,72.0,,7.0,38.7518,30.5429
4_Eur,Afyonkarahisar/TUR,2020.0,38.493,,35.925,90.0,,36.0,38.7477,30.5529
3_Sear,Agartala/IND,2020.0,95.5,55.5,8.0,,,,23.83639,91.275
2_Amr,Agassiz/CAN,2015.0,,6.3,15.04,,98.0,1.0,49.238008,-121.762264
2_Amr,Agassiz/CAN,2016.0,,5.0,15.0,,1.0,1.0,49.238008,-121.762264
2_Amr,Agassiz/CAN,2017.0,,7.0,15.0,,1.0,1.0,49.238008,-121.762264
2_Amr,Agassiz/CAN,2018.0,,8.0,15.0,,1.0,1.0,49.238008,-121.762264
2_Amr,Agassiz/CAN,2019.0,,5.0,13.0,,1.0,1.0,49.238008,-121.762264
2_Amr,Agassiz/CAN,2020.0,,7.0,13.0,,96.0,99.0,49.238008,-121.762264
4_Eur,Agen/FRA,2010.0,21.431,,13.011,98.0,,98.0,44.192222,0.623889
4_Eur,Agen/FRA,2013.0,18.114,,14.59,99.0,,99.0,44.1922,0.6239
4_Eur,Agen/FRA,2014.0,15.401,,13.515,100.0,,92.0,44.1922,0.6239
4_Eur,Agen/FRA,2015.0,17.725,,12.934,98.0,,96.0,44.1922,0.6239
4_Eur,Agen/FRA,2016.0,13.642,,11.497,98.0,,98.0,44.1922,0.6239
4_Eur,Agen/FRA,2017.0,15.028,,13.47,98.0,,94.0,44.1922,0.6239
