who_region,city,year,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov,latitude,longitude
4_Eur,Craiova/ROU,2019.0,,,32.268,,,93.0,44.3268,23.7787
4_Eur,Craiova/ROU,2020.0,26.412,,22.147,64.0,,86.0,44.326675,23.775325
4_Eur,Craiova/ROU,2021.0,29.885,,21.689,79.0,,84.0,44.326675,23.775325
4_Eur,Craiova/ROU,2022.0,58.797,,,0.0,,,44.3268,23.7787
2_Amr,Cranbrook/CAN,2020.0,,7.0,8.0,,99.0,92.0,49.302582,-115.451314
4_Eur,Creil/FRA,2010.0,24.527,18.054,23.764,86.0,87.0,98.0,49.259553,2.474397
4_Eur,Creil/FRA,2013.0,24.924,17.957,23.226,96.0,95.0,94.0,49.268,2.4783
4_Eur,Creil/FRA,2014.0,22.099,12.997,23.063,96.0,96.0,96.0,49.268,2.4783
4_Eur,Creil/FRA,2015.0,20.115,11.842,23.012,91.0,96.0,92.0,49.268,2.4783
4_Eur,Creil/FRA,2016.0,19.861,11.232,23.375,95.0,92.0,94.0,49.268,2.4783
4_Eur,Creil/FRA,2017.0,20.137,11.755,23.233,89.0,94.0,81.0,49.268,2.4783
4_Eur,Creil/FRA,2018.0,19.388,12.064,21.577,93.0,90.0,98.0,49.268,2.4783
4_Eur,Creil/FRA,2019.0,18.092,11.474,20.09,86.0,77.0,94.0,49.268,2.4783
4_Eur,Creil/FRA,2020.0,14.659,9.575,14.997,93.0,86.0,95.0,49.268,2.4783
4_Eur,Creil/FRA,2021.0,16.666,11.276,17.537,94.0,97.0,98.0,49.268,2.4783
4_Eur,Crema/ITA,2010.0,29.821,,29.476,98.0,,99.0,45.367222,9.705
4_Eur,Crema/ITA,2013.0,38.814,,35.784,97.0,,99.0,45.36721333,9.705
4_Eur,Crema/ITA,2014.0,34.418,,30.231,92.0,,99.0,45.3672,9.705
4_Eur,Crema/ITA,2015.0,39.532,,28.247,99.0,,97.0,45.3672,9.705
4_Eur,Crema/ITA,2016.0,35.128,,26.714,95.0,,97.0,45.3672,9.705
4_Eur,Crema/ITA,2017.0,39.598,,31.28,94.0,,100.0,45.3672,9.705
4_Eur,Crema/ITA,2018.0,33.354,,25.817,99.0,,98.0,45.3672,9.705
4_Eur,Crema/ITA,2019.0,33.566,,27.608,99.0,,97.0,45.3672,9.705
4_Eur,Crema/ITA,2020.0,33.614,,23.56,99.0,,98.0,45.3672,9.705
4_Eur,Crema/ITA,2021.0,31.839,,23.749,100.0,,100.0,45.3672,9.705
4_Eur,Cremona/ITA,2010.0,35.634,,33.626,96.0,,98.0,45.13907467,10.03611167
4_Eur,Cremona/ITA,2013.0,35.202,27.161,36.232,96.0,97.0,99.0,45.12987141,10.0416076
4_Eur,Cremona/ITA,2014.0,32.082,25.29,32.302,97.0,97.0,100.0,45.12816667,10.0439
4_Eur,Cremona/ITA,2015.0,35.658,29.292,35.501,97.0,97.0,88.0,45.12816667,10.0439
4_Eur,Cremona/ITA,2016.0,35.846,25.501,29.901,97.0,96.0,96.0,45.1375,10.03125
4_Eur,Cremona/ITA,2017.0,41.464,28.94,37.152,95.0,94.0,98.0,45.1375,10.03125
4_Eur,Cremona/ITA,2018.0,33.373,23.387,29.377,99.0,98.0,97.0,45.1375,10.03125
4_Eur,Cremona/ITA,2019.0,34.055,23.271,30.56,93.0,94.0,100.0,45.1375,10.03125
4_Eur,Cremona/ITA,2020.0,34.655,24.943,25.556,97.0,95.0,93.0,45.1375,10.03125
4_Eur,Cremona/ITA,2021.0,32.839,23.824,26.096,99.0,98.0,99.0,45.1375,10.03125
4_Eur,Crewe/GBR,2019.0,,,20.402,,,21.0,53.1159,-2.4535
4_Eur,Crna Na Koroskem/SVN,2013.0,26.215,,,96.0,,,46.4853,14.8695
4_Eur,Crna Na Koroskem/SVN,2014.0,20.57,,,96.0,,,46.4853,14.8695
4_Eur,Crna Na Koroskem/SVN,2015.0,25.515,,,93.0,,,46.4853,14.8695
4_Eur,Crna Na Koroskem/SVN,2016.0,23.151,,,94.0,,,46.4853,14.8695
4_Eur,Crna Na Koroskem/SVN,2017.0,20.786,,,93.0,,,46.4853,14.8695
4_Eur,Crna Na Koroskem/SVN,2018.0,23.386,,,92.0,,,46.4853,14.8695
4_Eur,Crna Na Koroskem/SVN,2019.0,19.565,,,98.0,,,46.4853,14.8695
4_Eur,Crna Na Koroskem/SVN,2020.0,22.025,,,98.0,,,46.4853,14.8695
2_Amr,Crofton/CAN,2015.0,,7.75,,,98.0,,48.862089,-123.64548
2_Amr,Crofton/CAN,2016.0,,6.0,,,1.0,,48.849649,-123.637031
2_Amr,Crofton/CAN,2017.0,,6.0,,,1.0,,48.849649,-123.637031
2_Amr,Crofton/CAN,2018.0,,8.0,,,1.0,,48.849649,-123.637031
4_Eur,Crolles/FRA,2010.0,23.287,,19.675,95.0,,98.0,45.279908,5.882389
4_Eur,Crolles/FRA,2013.0,21.814,,18.206,96.0,,97.0,45.2797,5.8822
4_Eur,Crolles/FRA,2014.0,19.443,,18.047,98.0,,99.0,45.2797,5.8822
4_Eur,Crolles/FRA,2015.0,21.465,,18.672,98.0,,95.0,45.2797,5.8822
4_Eur,Crolles/FRA,2016.0,18.204,,16.059,97.0,,99.0,45.2797,5.8822
4_Eur,Crolles/FRA,2017.0,18.807,,16.368,96.0,,98.0,45.2797,5.8822
4_Eur,Crolles/FRA,2018.0,17.044,,14.771,82.0,,100.0,45.2797,5.8822
4_Eur,Crolles/FRA,2019.0,14.249,,14.597,85.0,,98.0,45.2797,5.8822
4_Eur,Crolles/FRA,2020.0,15.852,9.834,12.729,98.0,91.0,99.0,45.2797,5.8822
4_Eur,Crolles/FRA,2021.0,17.277,11.514,13.647,99.0,99.0,100.0,45.2797,5.8822
4_Eur,Crotone/ITA,2010.0,33.08,,31.141,79.0,,82.0,39.081667,17.114167
4_Eur,Crotone/ITA,2015.0,27.459,,25.173,98.0,,97.0,39.0797,17.1229
4_Eur,Crotone/ITA,2016.0,26.4,,27.54,89.0,,93.0,39.0797,17.1229
4_Eur,Crotone/ITA,2017.0,25.103,,25.716,96.0,,96.0,39.0797,17.1229
4_Eur,Crotone/ITA,2018.0,30.505,,24.371,97.0,,98.0,39.0797,17.1229
4_Eur,Crotone/ITA,2019.0,24.999,,37.891,99.0,,88.0,39.0797,17.1229
4_Eur,Crotone/ITA,2020.0,19.481,,18.658,94.0,,93.0,39.0797,17.1229
4_Eur,Crotone/ITA,2021.0,24.887,,18.159,96.0,,95.0,39.0797,17.1229
4_Eur,Cruce De Arinaga/ESP,2013.0,26.014,7.375,5.915,99.0,99.0,99.0,27.8691,-15.3872
4_Eur,Cruce De Arinaga/ESP,2014.0,20.27,7.004,6.172,100.0,100.0,100.0,27.8691,-15.3872
4_Eur,Cruce De Arinaga/ESP,2015.0,24.368,8.556,6.282,97.0,97.0,97.0,27.8691,-15.3872
4_Eur,Cruce De Arinaga/ESP,2016.0,15.603,7.13,5.961,99.0,99.0,100.0,27.8691,-15.3872
4_Eur,Cruce De Arinaga/ESP,2017.0,33.81,12.226,6.156,97.0,98.0,98.0,27.8691,-15.3872
4_Eur,Cruce De Arinaga/ESP,2018.0,34.339,7.208,5.95,98.0,98.0,99.0,27.8691,-15.3872
4_Eur,Cruce De Arinaga/ESP,2019.0,38.316,7.354,7.638,99.0,99.0,99.0,27.8691,-15.3872
4_Eur,Cruce De Arinaga/ESP,2020.0,48.668,9.917,7.383,78.0,77.0,78.0,27.8691,-15.3872
4_Eur,Crumlin/GBR,2014.0,,,77.663,,,21.0,51.6806,-3.1335
4_Eur,Crumlin/GBR,2015.0,,,68.499,,,99.0,51.6806,-3.1335
4_Eur,Crumlin/GBR,2016.0,,,69.409,,,93.0,51.6806,-3.1335
4_Eur,Crumlin/GBR,2017.0,,,70.124,,,99.0,51.6806,-3.1335
4_Eur,Crumlin/GBR,2018.0,,,62.377,,,98.0,51.6806,-3.1335
4_Eur,Crumlin/GBR,2019.0,,,64.016,,,99.0,51.6806,-3.1335
4_Eur,Cuadros/ESP,2010.0,13.004,,11.938,100.0,,99.0,42.715556,-5.638889
4_Eur,Cuadros/ESP,2013.0,9.796,,10.135,98.0,,97.0,42.71557037,-5.638892587
4_Eur,Cuadros/ESP,2014.0,10.694,,7.721,99.0,,99.0,42.7156,-5.6389
4_Eur,Cuadros/ESP,2015.0,12.826,,14.509,99.0,,98.0,42.7156,-5.6389
4_Eur,Cuadros/ESP,2016.0,9.954,,9.817,99.0,,99.0,42.7156,-5.6389
4_Eur,Cuadros/ESP,2017.0,13.403,,9.376,100.0,,99.0,42.7156,-5.6389
4_Eur,Cuadros/ESP,2018.0,10.432,,11.001,100.0,,99.0,42.7156,-5.6389
4_Eur,Cuadros/ESP,2019.0,9.592,,9.223,99.0,,99.0,42.7156,-5.6389
4_Eur,Cuadros/ESP,2020.0,16.2,,13.196,95.0,,95.0,42.7156,-5.6389
2_Amr,Cuajimalpa De Morelos/MEX,2012.0,35.372,19.688,,67.0,67.0,,19.357357,-99.262865
2_Amr,Cuajimalpa De Morelos/MEX,2013.0,35.397,,,81.0,,,19.361335,-99.277285
2_Amr,Cuajimalpa De Morelos/MEX,2014.0,33.681,18.661,,73.0,91.0,,19.361335,-99.277285
2_Amr,Cuajimalpa De Morelos/MEX,2015.0,34.362,20.635,,74.0,61.0,,19.361335,-99.277285
2_Amr,Cuajimalpa De Morelos/MEX,2016.0,30.728,,,97.0,,,19.365313,-99.291705
2_Amr,Cuajimalpa De Morelos/MEX,2017.0,34.686,19.8,,67.0,72.0,,19.361335,-99.277285
2_Amr,Cuauhtemoc/MEX,2012.0,48.543,25.836,,76.0,76.0,,19.411617,-99.152207
2_Amr,Cuauhtemoc/MEX,2013.0,49.179,27.141,,89.0,89.0,,19.411617,-99.152207
2_Amr,Cuauhtemoc/MEX,2014.0,44.134,24.479,,80.0,80.0,,19.411617,-99.152207
2_Amr,Cuauhtemoc/MEX,2015.0,46.68,27.23,,83.0,83.0,,19.411617,-99.152207
2_Amr,Cuauhtemoc/MEX,2016.0,38.933,24.72,,94.0,94.0,,19.411617,-99.152207
2_Amr,Cuauhtemoc/MEX,2017.0,40.066,23.215,,67.0,67.0,,19.411617,-99.152207
2_Amr,Cubatao/BRA,2010.0,59.667,,30.333,,,,-23.85323167,-46.39166233
2_Amr,Cubatao/BRA,2011.0,66.0,,40.667,,,,-23.85323167,-46.39166233
2_Amr,Cubatao/BRA,2012.0,62.0,,38.0,,,,-23.85323167,-46.39166233
2_Amr,Cubatao/BRA,2013.0,64.667,,40.667,,,,-23.85323167,-46.39166233
2_Amr,Cubatao/BRA,2014.0,68.667,,40.667,,,,-23.85323155,-46.39166247
2_Amr,Cubatao/BRA,2015.0,61.0,,40.667,,,,-23.85323167,-46.39166233
2_Amr,Cubatao/BRA,2016.0,49.0,,36.333,,,,-23.85323167,-46.39166233
4_Eur,Cubelles/ESP,2010.0,,,16.774,,,100.0,41.202222,1.672222
4_Eur,Cubelles/ESP,2013.0,,,12.844,,,96.0,41.20221592,1.672200012
4_Eur,Cubelles/ESP,2014.0,,,13.092,,,91.0,41.2022,1.6722
4_Eur,Cubelles/ESP,2015.0,,,13.543,,,92.0,41.2022,1.6722
4_Eur,Cubelles/ESP,2016.0,,,10.636,,,81.0,41.2022,1.6722
4_Eur,Cubelles/ESP,2017.0,,,12.054,,,94.0,41.2022,1.6722
4_Eur,Cubelles/ESP,2018.0,,,12.739,,,96.0,41.2022,1.6722
4_Eur,Cubelles/ESP,2019.0,,,11.933,,,99.0,41.2022,1.6722
4_Eur,Cubelles/ESP,2020.0,,,8.694,,,93.0,41.2022,1.6722
4_Eur,Cubelles/ESP,2021.0,,,10.945,,,99.0,41.2022,1.6722
4_Eur,Cubillos Del Sil/ESP,2021.0,10.822,4.806,,97.0,97.0,,42.618,-6.5683
4_Eur,Cubuk/TUR,2015.0,,,7.205,,,79.0,40.2907,33.0173
4_Eur,Cubuk/TUR,2016.0,,,7.459,,,100.0,40.2907,33.0173
4_Eur,Cubuk/TUR,2017.0,,,7.468,,,80.0,40.2907,33.0173
4_Eur,Cubuk/TUR,2018.0,,,4.829,,,88.0,40.2907,33.0173
4_Eur,Cubuk/TUR,2019.0,,,1.627,,,94.0,40.2907,33.0173
4_Eur,Cubuk/TUR,2020.0,,,0.812,,,61.0,40.2907,33.0173
2_Amr,Cuenca/ECU,2010.0,46.247,,17.445,,,,-2.898754667,-79.00665533
2_Amr,Cuenca/ECU,2011.0,33.847,,13.845,,,,-2.898754667,-79.00665533
2_Amr,Cuenca/ECU,2012.0,36.24,,14.625,,,,-2.898754667,-79.00665533
2_Amr,Cuenca/ECU,2013.0,32.407,9.4,18.325,96.0,55.0,,-2.898412819,-79.00617852
2_Amr,Cuenca/ECU,2014.0,31.533,6.1,21.391,,,,-2.879834,-78.980023
2_Amr,Cuenca/ECU,2015.0,39.9,7.6,20.663,,,,-2.879834,-78.980023
2_Amr,Cuenca/ECU,2016.0,44.933,10.3,21.686,,,,-2.879834,-78.980023
2_Amr,Cuenca/ECU,2017.0,38.533,10.8,22.55,,,,-2.879834,-78.980023
2_Amr,Cuenca/ECU,2018.0,35.233,9.9,26.567,,,,-2.879834,-78.980023
2_Amr,Cuenca/ECU,2019.0,33.433,10.5,27.656,,,,-2.879834,-78.980023
2_Amr,Cuenca/ECU,2020.0,27.3,8.5,22.437,,,,-2.879834,-78.980023
4_Eur,Cuenca/ESP,2010.0,25.294,,23.189,98.0,,99.0,40.061944,-2.129444
4_Eur,Cuenca/ESP,2013.0,27.298,,6.242,57.0,,99.0,40.0619,-2.1297
4_Eur,Cuenca/ESP,2014.0,,,15.493,,,71.0,40.0619,-2.1297
4_Eur,Cuenca/ESP,2015.0,30.527,,15.75,84.0,,99.0,40.0619,-2.1297
4_Eur,Cuenca/ESP,2016.0,26.991,,18.474,96.0,,99.0,40.0619,-2.1297
4_Eur,Cuenca/ESP,2017.0,29.064,,22.883,97.0,,99.0,40.0619,-2.1297
4_Eur,Cuenca/ESP,2018.0,27.468,,24.5,95.0,,95.0,40.0619,-2.1297
4_Eur,Cuenca/ESP,2019.0,24.565,,33.647,94.0,,96.0,40.0619,-2.1297
4_Eur,Cuenca/ESP,2020.0,20.855,,25.818,91.0,,98.0,40.0619,-2.1297
4_Eur,Cuenca/ESP,2021.0,22.622,,29.396,98.0,,63.0,40.0619,-2.1297
2_Amr,Cuernavaca/MEX,2018.0,40.0,19.0,,84.0,85.0,,18.91925889,-99.24244833
4_Eur,Cuevas Del Almanzora/ESP,2010.0,29.929,,11.386,88.0,,90.0,37.25405633,-1.778103
4_Eur,Cuevas Del Almanzora/ESP,2013.0,27.478,,9.815,,,92.0,37.25314333,-1.774466667
6_Wpr,Cuiping/CHN,2018.0,,50.886,,,98.0,,28.776944,104.61994
6_Wpr,Cuiping/CHN,2019.0,,50.621,,,85.0,,28.776944,104.61994
2_Amr,Cullowhee NC/USA,2010.0,,10.2,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2011.0,,9.5,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2012.0,,8.0,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2013.0,,7.4,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2014.0,,7.4,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2015.0,,7.3,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2016.0,,10.0,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2017.0,,6.8,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2018.0,,6.6,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2019.0,,6.4,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2020.0,,6.2,,,,,35.46676663,-83.27792806
2_Amr,Cullowhee NC/USA,2021.0,,,,,,,35.46676663,-83.27792806
4_Eur,Cuneo/ITA,2010.0,26.557,,34.272,93.0,,99.0,44.381664,7.538055
4_Eur,Cuneo/ITA,2013.0,21.783,15.371,28.283,97.0,98.0,100.0,44.3818,7.5382
4_Eur,Cuneo/ITA,2014.0,19.737,14.77,24.653,99.0,98.0,100.0,44.3818,7.5382
4_Eur,Cuneo/ITA,2015.0,22.861,16.387,28.099,96.0,95.0,100.0,44.3818,7.5382
4_Eur,Cuneo/ITA,2016.0,22.962,16.54,25.836,93.0,99.0,100.0,44.3818,7.5382
4_Eur,Cuneo/ITA,2017.0,25.898,19.315,26.374,94.0,96.0,99.0,44.3818,7.5382
4_Eur,Cuneo/ITA,2018.0,21.0,15.132,22.546,100.0,100.0,95.0,44.3818,7.5382
4_Eur,Cuneo/ITA,2019.0,17.335,13.402,22.685,100.0,97.0,95.0,44.3818,7.5382
4_Eur,Cuneo/ITA,2020.0,19.104,14.06,20.551,100.0,100.0,90.0,44.3818,7.5382
4_Eur,Cuneo/ITA,2021.0,23.178,14.634,19.401,100.0,99.0,95.0,44.3818,7.5382
2_Amr,Curanilahue/CHL,2015.0,56.259,,,,,,-37.4851,-73.3316
3_Sear,Curchorem/IND,2011.0,86.612,,,,,,15.40472222,74.18972222
3_Sear,Curchorem/IND,2013.0,53.584,,,,,,15.40472222,74.18972222
2_Amr,Curico/CHL,2013.0,53.152,33.349,,,,,-34.9749,-71.234
2_Amr,Curico/CHL,2014.0,50.581,27.381,,100.0,100.0,,-34.97491502,-71.23398513
2_Amr,Curico/CHL,2015.0,55.652,25.054,,,,,-34.9749,-71.234
2_Amr,Curico/CHL,2016.0,46.896,28.403,,,,,-34.9749,-71.234
2_Amr,Curico/CHL,2019.0,45.3,24.8,,98.0,98.0,,-34.97494507,-71.23395538
2_Amr,Curitiba/BRA,2010.0,21.8,,31.7,,,,-25.4803095,-49.2482485
2_Amr,Curitiba/BRA,2011.0,18.03,,38.1,,,,-25.444293,-49.271308
2_Amr,Curitiba/BRA,2012.0,23.102,,38.03,81.0,,,-25.47190476,-49.27109887
2_Amr,Curitiba/BRA,2013.0,17.475,,33.55,,,,-25.4803095,-49.2482485
2_Amr,Curitiba/BRA,2014.0,20.0,,22.0,,,,-25.48672733,-49.27914833
2_Amr,Curitiba/BRA,2015.0,14.0,,20.0,,,,-25.444676,-49.23638433
4_Eur,Curtea De Arges/ROU,2020.0,,,17.639,,,5.0,45.134,24.6766
4_Eur,Curtea De Arges/ROU,2021.0,18.219,,13.66,98.0,,94.0,45.134,24.6766
4_Eur,Curtea De Arges/ROU,2022.0,51.27,,,0.0,,,45.134,24.6766
4_Eur,Curtis/ESP,2020.0,9.69,6.118,4.401,90.0,90.0,90.0,43.1407,-8.0331
4_Eur,Curtis/ESP,2021.0,10.239,6.562,5.274,98.0,98.0,98.0,43.1407,-8.0331
4_Eur,Custelnic/ROU,2018.0,,,8.362,,,96.0,46.3338,24.3077
4_Eur,Custelnic/ROU,2019.0,,,9.866,,,88.0,46.3338,24.3077
4_Eur,Custelnic/ROU,2021.0,,,7.157,,,94.0,46.3338,24.3077
4_Eur,Custoias/PRT,2010.0,27.585,,9.41,99.0,,97.0,41.200832,-8.645011
4_Eur,Custoias/PRT,2013.0,,,26.352,,,100.0,41.199722,-8.644722
3_Sear,Cuttack/IND,2012.0,64.0,,,50.0,,,20.4625206,85.88298798
3_Sear,Cuttack/IND,2013.0,81.598,,,,,,20.77208333,86.47430555
3_Sear,Cuttack/IND,2020.0,92.0,41.5,19.5,,,,20.58634569,86.11951501
3_Sear,Cuttack/IND,,,44.0,,,,,20.58634569,86.11951501
4_Eur,Cuxhaven/DEU,2010.0,19.087,,12.122,99.0,,94.0,53.83017,8.80122
4_Eur,Cuxhaven/DEU,2013.0,15.133,,12.406,,,96.0,53.83017,8.80122
4_Eur,Cwmbran/GBR,2010.0,,,16.011,,,98.0,51.6538,-3.006953
4_Eur,Cwmbran/GBR,2013.0,,,13.331,,,99.0,51.6538,-3.0069765
4_Eur,Cwmbran/GBR,2014.0,,,12.486,,,99.0,51.6538,-3.007
4_Eur,Cwmbran/GBR,2015.0,,,11.747,,,99.0,51.6538,-3.007
4_Eur,Cwmbran/GBR,2016.0,,,12.934,,,100.0,51.6538,-3.007
4_Eur,Cwmbran/GBR,2017.0,,,12.072,,,97.0,51.6538,-3.007
4_Eur,Cwmbran/GBR,2018.0,,,12.667,,,99.0,51.6538,-3.007
4_Eur,Cwmbran/GBR,2019.0,,,11.909,,,99.0,51.6538,-3.007
6_Wpr,Cygnet/AUS,2019.0,12.9,8.4,,100.0,100.0,,-43.159,147.072
4_Eur,Czerniawa/POL,2010.0,18.591,,7.284,84.0,,92.0,50.912475,15.312167
4_Eur,Czerwonak/POL,2018.0,25.752,,17.653,99.0,,95.0,52.4493,16.9997
4_Eur,Czerwonak/POL,2019.0,24.031,,15.65,99.0,,99.0,52.4493,16.9997
4_Eur,Czerwonak/POL,2020.0,19.663,,14.412,98.0,,97.0,52.4493,16.9997
4_Eur,Czestochowa/POL,2010.0,38.951,40.94,27.613,84.0,95.0,86.0,50.82445275,19.12099125
4_Eur,Czestochowa/POL,2013.0,35.047,28.6,27.691,98.0,97.0,82.0,50.821059,19.12032571
4_Eur,Czestochowa/POL,2014.0,42.112,29.718,28.226,97.0,98.0,95.0,50.8185,19.1187
4_Eur,Czestochowa/POL,2015.0,38.208,26.002,28.731,96.0,96.0,98.0,50.8185,19.1187
4_Eur,Czestochowa/POL,2016.0,34.863,25.249,27.27,97.0,100.0,99.0,50.8185,19.1187
4_Eur,Czestochowa/POL,2017.0,38.452,27.773,27.738,98.0,98.0,98.0,50.8185,19.1187
4_Eur,Czestochowa/POL,2018.0,35.617,26.482,28.16,98.0,99.0,99.0,50.8185,19.1187
4_Eur,Czestochowa/POL,2019.0,30.337,20.305,28.35,99.0,100.0,99.0,50.8185,19.1187
4_Eur,Czestochowa/POL,2020.0,27.093,17.734,24.38,100.0,100.0,100.0,50.8185,19.1187
6_Wpr,Da Nang/VNM,2011.0,19.0,,,,,,16.054407,108.202167
6_Wpr,Da Nang/VNM,2012.0,20.0,,,,,,16.054407,108.202167
6_Wpr,Da Nang/VNM,2013.0,19.7,,,,,,16.054407,108.202167
6_Wpr,Da Nang/VNM,2014.0,19.8,,,,,,16.054407,108.202167
6_Wpr,Da Nang/VNM,2015.0,19.9,,,,,,16.054407,108.202167
6_Wpr,Da Tong Qu/CHN,2018.0,,57.281,,,99.0,,32.64600333,117.0411667
6_Wpr,Da Tong Qu/CHN,2019.0,,50.416,,,96.0,,32.64600333,117.0411667
6_Wpr,Da Xi Gou/CHN,2018.0,,42.774,,,99.0,,29.565,106.5469
6_Wpr,Da Xi Gou/CHN,2019.0,,38.939,,,97.0,,29.565,106.5469
6_Wpr,Daan Qu/CHN,2018.0,,46.824,,,98.0,,29.36028,104.7778
6_Wpr,Daan Qu/CHN,2019.0,,44.061,,,98.0,,29.36028,104.7778
4_Eur,Dabrowa Gornicza/POL,2010.0,48.777,,28.672,88.0,,95.0,50.328888,19.230833
4_Eur,Dabrowa Gornicza/POL,2013.0,43.436,,24.228,,,91.0,50.329111,19.231222
4_Eur,Dabrowa Tarnowska/POL,2014.0,31.883,,,33.0,,,50.1775,20.984
4_Eur,Dabrowa/POL,2013.0,,,21.221,,,98.0,50.007,20.2585
4_Eur,Dabrowa/POL,2014.0,,,20.513,,,99.0,50.007,20.2585
4_Eur,Dabrowa/POL,2016.0,,,14.984,,,99.0,50.0075,20.2592
4_Eur,Dabrowa/POL,2017.0,,,16.837,,,99.0,50.0075,20.2592
4_Eur,Dabrowa/POL,2018.0,,,16.407,,,99.0,50.0075,20.2592
4_Eur,Dabrowa/POL,2019.0,,,17.181,,,99.0,50.0075,20.2592
4_Eur,Dabrowa/POL,2020.0,,,14.536,,,98.0,50.0075,20.2592
6_Wpr,Dachuan Qu/CHN,2015.0,,62.857,,,100.0,,31.20518333,107.5040167
6_Wpr,Dachuan Qu/CHN,2016.0,,54.907,,,100.0,,31.20518333,107.5040167
6_Wpr,Dachuan Qu/CHN,2018.0,,43.762,,,99.0,,31.2053,107.51595
6_Wpr,Dachuan Qu/CHN,2019.0,,42.483,,,98.0,,31.2053,107.51595
6_Wpr,Daegu/KOR,2010.0,52.156,,0.027,,,,35.85511218,128.5795882
6_Wpr,Daegu/KOR,2011.0,48.383,,0.026,,,,35.85511218,128.5795882
6_Wpr,Daegu/KOR,2012.0,43.883,,0.022,,,,35.85511218,128.5795882
6_Wpr,Daegu/KOR,2013.0,47.122,,0.025,,,,35.85741111,128.578128
6_Wpr,Daegu/KOR,2014.0,45.683,,0.025,,,,35.85604087,128.5838296
6_Wpr,Daegu/KOR,2015.0,47.449,26.599,1.648,,,,35.85495248,128.5811829
6_Wpr,Daegu/KOR,2016.0,43.584,27.318,1.266,,,,35.85749536,128.5728961
6_Wpr,Daegu/KOR,2017.0,43.688,23.826,0.022,,,,35.85623077,128.5719077
6_Wpr,Daegu/KOR,2018.0,40.383,22.397,0.02,,,,35.85235333,128.5774067
6_Wpr,Daegu/KOR,2019.0,39.875,22.851,0.02,,,,35.8531375,128.5698938
6_Wpr,Daejeon/KOR,2010.0,44.841,,0.023,,,,36.35407469,127.3992296
6_Wpr,Daejeon/KOR,2011.0,45.777,,0.022,,,,36.35549139,127.3911564
6_Wpr,Daejeon/KOR,2012.0,40.434,,0.022,,,,36.35549139,127.3911564
6_Wpr,Daejeon/KOR,2013.0,42.785,,0.022,,,,36.35549139,127.3911564
6_Wpr,Daejeon/KOR,2014.0,41.817,,0.02,,,,36.35462232,127.3900721
6_Wpr,Daejeon/KOR,2015.0,46.507,27.262,1.707,,,,36.35502963,127.390593
6_Wpr,Daejeon/KOR,2016.0,43.568,24.459,1.753,,,,36.35501018,127.3905953
6_Wpr,Daejeon/KOR,2017.0,45.747,21.062,0.02,,,,36.35547,127.3912
6_Wpr,Daejeon/KOR,2018.0,44.163,22.876,0.022,,,,36.34936667,127.3922167
6_Wpr,Daejeon/KOR,2019.0,42.25,22.575,0.02,,,,36.34936667,127.3922167
6_Wpr,Daguan Qu/CHN,2015.0,,55.392,,,100.0,,30.51208611,117.0256056
6_Wpr,Daguan Qu/CHN,2016.0,,56.133,,,100.0,,30.51208611,117.0256056
6_Wpr,Daguan Qu/CHN,2018.0,,46.783,,,99.0,,30.51197222,117.0331111
6_Wpr,Daguan Qu/CHN,2019.0,,47.314,,,100.0,,30.51197222,117.0331111
6_Wpr,Daguapan/PHL,2013.0,51.0,,,,,,16.04270554,120.3333359
4_Eur,Dahi/ISR,2016.0,,,7.364,,,95.0,32.61952451,35.35483914
4_Eur,Dahi/ISR,2017.0,,,7.544,,,95.0,32.61952451,35.35483914
4_Eur,Dahi/ISR,2018.0,,,7.005,,,95.0,32.61952451,35.35483914
4_Eur,Dahi/ISR,2019.0,,,6.825,,,95.0,32.61952451,35.35483914
4_Eur,Dahi/ISR,2020.0,,,4.311,,,95.0,32.61952451,35.35483914
4_Eur,Dahi/ISR,2021.0,,,3.592,,,95.0,32.61952451,35.35483914
4_Eur,Daix/FRA,2010.0,22.361,,14.389,86.0,,97.0,47.345553,5.002222
4_Eur,Daix/FRA,2013.0,,,12.362,,,98.0,47.3456,5.0024
4_Eur,Daix/FRA,2014.0,,,13.906,,,99.0,47.3456,5.0024
4_Eur,Daix/FRA,2015.0,14.369,,14.151,67.0,,99.0,47.3456,5.0024
4_Eur,Daix/FRA,2016.0,16.15,,13.488,55.0,,98.0,47.3456,5.0024
4_Eur,Daix/FRA,2017.0,12.159,,12.453,95.0,,99.0,47.3456,5.0024
4_Eur,Daix/FRA,2018.0,11.908,,12.769,49.0,,49.0,47.3456,5.0024
1_Afr,Dakar/SEN,2013.0,139.0,32.667,,66.0,74.0,85.0,14.726953,-17.45776
