0.3895859718322754,0.38057732582092285,0.3735058307647705
0.3971104621887207,0.38810181617736816,0.3810303211212158
0.4011108875274658,0.3921022415161133,0.38503074645996094
0.43266963958740234,0.4236609935760498,0.41658949851989746
0.5259339809417725,0.5169253349304199,0.5098538398742676
0.6190304756164551,0.6100218296051025,0.6029503345489502
0.7351396083831787,0.7261309623718262,0.7190594673156738
0.7827239036560059,0.7737152576446533,0.766643762588501
0.828594446182251,0.8195858001708984,0.8125143051147461
0.8757212162017822,0.8667125701904297,0.8596410751342773
0.9246487617492676,0.915640115737915,0.9085686206817627
1.021097183227539,1.0120885372161865,1.0050170421600342
1.1329352855682373,1.1239266395568848,1.1168551445007324
1.2295904159545898,1.2205817699432373,1.213510274887085
1.32584810256958,1.3168394565582275,1.3097679615020752
1.4213874340057373,1.4123787879943848,1.4053072929382324
1.5331532955169678,1.5241446495056152,1.517073154449463
1.6293261051177979,1.6203174591064453,1.613245964050293
1.7264838218688965,1.717475175857544,1.7104036808013916
1.837357521057129,1.8283488750457764,1.821277379989624
1.933255672454834,1.9242470264434814,1.917175531387329
1.9823169708251953,1.9733083248138428,1.9662368297576904
2.0284271240234375,2.019418478012085,2.0123469829559326
2.10844087600708,2.0994322299957275,2.092360734939575
2.188171625137329,2.1791629791259766,2.172091484069824
2.2523632049560547,2.243354558944702,2.23628306388855
2.3490662574768066,2.340057611465454,2.3329861164093018
2.412803888320923,2.4037952423095703,2.396723747253418
2.4920456409454346,2.483036994934082,2.4759654998779297
2.5567991733551025,2.54779052734375,2.5407190322875977
2.620769500732422,2.6117608547210693,2.604689359664917
2.716834783554077,2.7078261375427246,2.7007546424865723
2.7965240478515625,2.78751540184021,2.7804439067840576
2.8603503704071045,2.851341724395752,2.8442702293395996
2.891930341720581,2.8829216957092285,2.875850200653076
2.956179141998291,2.9471704959869385,2.940099000930786
3.0211963653564453,3.0121877193450928,3.0051162242889404
3.1324303150177,3.1234216690063477,3.1163501739501953
3.1660733222961426,3.15706467628479,3.1499931812286377
3.228663921356201,3.2196552753448486,3.2125837802886963
3.2918968200683594,3.282888174057007,3.2758166790008545
3.356818675994873,3.3478100299835205,3.340738534927368
3.4364733695983887,3.427464723587036,3.420393228530884
3.5002212524414062,3.4912126064300537,3.4841411113739014
3.5642178058624268,3.555209159851074,3.548137664794922
3.628829002380371,3.6198203563690186,3.612748861312866
3.7086682319641113,3.699659585952759,3.6925880908966064
3.7727551460266113,3.763746500015259,3.7566750049591064
3.83651065826416,3.8275020122528076,3.8204305171966553
3.9011411666870117,3.892132520675659,3.885061025619507
3.9808149337768555,3.971806287765503,3.9647347927093506
4.0439064502716064,4.034897804260254,4.027826309204102
4.1086602210998535,4.099651575088501,4.092580080032349
